Sigla,Município,Q1,Q2,Q3,Q4,Average Precipitation,,,,
MG,Caraí,145.97,59.44,22.36,101.65,82.355,,,,
MG,Caranaíba,268.37,100.7,17.73,136.2,130.75,,,,
MG,Carandaí,265.2,100.28,17.53,134.73,129.435,,,,
MG,Carangola,222.87,90.97,23.73,127.7,116.3175,,,,
MG,Caratinga,191.89,79.5,17.21,116.77,101.3425,,,,
MG,Carbonita,179.43,63.99,6.45,109.17,89.76,,,,
MG,Careaçu,256.2,100.83,29.47,128.43,128.7325,,,,
MG,Carlos Chagas,135.6,71.7,35.09,111.96,88.5875,,,,
MG,Carmésia,242.33,91.13,12.03,130.5,118.9975,,,,
MG,Carmo da Cachoeira,260.77,93.87,21.62,130.08,126.585,,,,
MG,Carmo da Mata,269.87,120.47,16.03,134.03,135.1,,,,
MG,Carmo de Minas,268.07,98.67,24.63,131.6,130.7425,,,,
MG,Carmo do Cajuru,258.68,107.43,12.73,124.58,125.855,,,,
MG,Carmo do Paranaíba,248.66,87.58,12.13,133.43,120.45,,,,
MG,Carmo do Rio Claro,243.98,101.45,22.78,129.87,124.52,,,,
MG,Carmópolis de Minas,271.6,121.07,15.3,134.87,135.71,,,,
MG,Carneirinho,231.08,103.06,26.41,111.22,117.9425,,,,
MG,Carrancas,277.32,98.83,19.33,138.12,133.4,,,,
MG,Carvalhópolis,257.07,105.3,31.57,134.43,132.0925,,,,
MG,Carvalhos,286.37,110.93,24.93,140.8,140.7575,,,,
MG,Casa Grande,267.2,101.03,17.37,135.77,130.3425,,,,
MG,Cascalho Rico,253.7,97.4,5.17,123.07,119.835,,,,
MG,Cássia,250.87,103.53,18.17,128.63,125.3,,,,
MG,Conceição da Barra de Minas,298.67,104.43,18.23,145.8,141.7825,,,,
MG,Cataguases,228.18,82.62,18.35,116.02,111.2925,,,,
MG,Catas Altas,,,,,#DIV/0!,,,,
MG,Catas Altas da Noruega,291.97,108.27,21.2,149.73,142.7925,,,,
MG,Catuji,149.3,61.1,22.9,106.4,84.925,,,,
MG,Catuti,,,,,#DIV/0!,,,,
MG,Caxambu,248.9,91.7,21,127.57,122.2925,,,,
MG,Cedro do Abaeté,236.4,84,12.77,123.37,114.135,,,,
MG,Central de Minas,161.53,73.5,24.9,119.43,94.84,,,,
MG,Centralina,235.55,105.33,10.13,120.08,117.7725,,,,
MG,Chácara,258.43,107.5,21.6,125.7,128.3075,,,,
MG,Chalé,184.47,81.77,22.1,119.23,101.8925,,,,
MG,Chapada do Norte,160.75,57.5,9.45,103.32,82.755,,,,
MG,Chapada Gaúcha,,,,,#DIV/0!,,,,
MG,Chiador,248.77,98.6,23.6,126.1,124.2675,,,,
MG,Cipotânea,260.67,97.23,17.47,131.9,126.8175,,,,
MG,Claraval,259.2,106.83,17.43,130.68,128.535,,,,
MG,Claro dos Poções,198.62,74.96,5.66,117.43,99.1675,,,,
MG,Cláudio,264.33,115.42,14.65,130.37,131.1925,,,,
MG,Coimbra,228.73,86.73,19,124.87,114.8325,,,,
MG,Coluna,210.17,81.93,10.9,121.03,106.0075,,,,
MG,Comendador Gomes,239.81,106.04,14.79,123.63,121.0675,,,,
MG,Comercinho,134.31,49.13,6.78,84.44,68.665,,,,
MG,Conceição da Aparecida,244.73,102,22.73,131.07,125.1325,,,,
MG,Conceição das Pedras,275.77,103.03,26.97,135.67,135.36,,,,
MG,Conceição das Alagoas,244.77,104.47,15.26,127.02,122.88,,,,
MG,Conceição de Ipanema,180.23,78.8,20,116.87,98.975,,,,
MG,Conceição do Mato Dentro,250.68,92.31,11.95,133.23,122.0425,,,,
MG,Conceição do Pará,245.57,94.73,10.07,110.3,115.1675,,,,
MG,Conceição do Rio Verde,251.4,92.83,21.5,127.2,123.2325,,,,
MG,Conceição dos Ouros,258.4,100.83,31.83,126.03,129.2725,,,,
MG,Cônego Marinho,,,,,#DIV/0!,,,,
MG,Confins,,,,,#DIV/0!,,,,
MG,Congonhal,272.17,109.27,32.6,137.4,137.86,,,,
MG,Congonhas,279.05,104.17,17.63,142.62,135.8675,,,,
MG,Congonhas do Norte,253.05,93.63,12.45,133.48,123.1525,,,,
MG,Conquista,258.83,107.82,14.78,130.08,127.8775,,,,
MG,Conselheiro Lafaiete,281.27,103.97,18.57,143.77,136.895,,,,
MG,Conselheiro Pena,171.85,76.55,22.18,119.86,97.61,,,,
MG,Consolação,274.6,107.6,37.97,133.6,138.4425,,,,
MG,Contagem,264.5,90.5,13.4,132.37,125.1925,,,,
MG,Coqueiral,253.32,96.97,23.97,126.92,125.295,,,,
MG,Coração de Jesus,199.45,74.88,5.69,112.9,98.23,,,,
MG,Cordisburgo,248.83,84.17,9.27,118.27,115.135,,,,
MG,Cordislândia,253.27,101.1,29.5,130.3,128.5425,,,,
MG,Corinto,219.81,74.07,6.01,108.36,102.0625,,,,
MG,Coroaci,198.1,81.42,16.53,120.93,104.245,,,,
MG,Coromandel,260.26,90.58,7.33,132.25,122.605,,,,
MG,Coronel Fabriciano,230.9,92.2,16.13,126.73,116.49,,,,
MG,Coronel Murta,147.5,50.2,5.6,91.03,73.5825,,,,
MG,Coronel Pacheco,263.83,106.13,20.53,128.77,129.815,,,,
MG,Coronel Xavier Chaves,254.27,98.07,15.2,126.5,123.51,,,,
MG,Córrego Danta,241.4,99.07,19.1,131.73,122.825,,,,
MG,Córrego do Bom Jesus,263.57,104.03,36.9,128.23,133.1825,,,,
MG,Córrego Fundo,,,,,#DIV/0!,,,,
MG,Córrego Novo,187.3,76.27,14.47,113.57,97.9025,,,,
MG,Couto de Magalhães de Minas,211.9,80.13,8.03,121.87,105.4825,,,,
MG,Crisólita,,,,,#DIV/0!,,,,
MG,Cristais,249.6,101.1,22.03,128.42,125.2875,,,,
MG,Cristália,170.28,64.63,8.32,106.98,87.5525,,,,
MG,Cristiano Otoni,267.2,101.03,17.37,135.77,130.3425,,,,
MG,Cristina,291.07,109.4,28.37,140.93,142.4425,,,,
MG,Crucilândia,268.57,108.47,14.6,134.6,131.56,,,,
MG,Cruzeiro da Fortaleza,256.1,89.63,11.23,137.63,123.6475,,,,
MG,Cruzília,268.3,97.47,20.23,134.7,130.175,,,,
MG,Cuparaque,,,,,#DIV/0!,,,,
MG,Curral de Dentro,,,,,#DIV/0!,,,,
MG,Curvelo,235.41,80.41,7.7,110.53,108.5125,,,,
MG,Datas,233.8,90,10.27,130.47,116.135,,,,
MG,Delfim Moreira,295.97,112.53,30.53,141.9,145.2325,,,,
MG,Delfinópolis,253.03,106.29,19.7,132.12,127.785,,,,
MG,Delta,,,,,#DIV/0!,,,,
MG,Descoberto,249.2,94.2,19.13,124.13,121.665,,,,
MG,Desterro de Entre Rios,275.2,107.93,16.27,139.2,134.65,,,,
MG,Desterro do Melo,270.27,102.73,18.93,136.1,132.0075,,,,
MG,Diamantina,213.55,80.7,8.07,121.94,106.065,,,,
MG,Diogo de Vasconcelos,238.5,87.13,15.3,125.53,116.615,,,,
MG,Dionísio,213.03,83.67,13.83,118.8,107.3325,,,,
MG,Divinésia,237.93,87.37,16.93,123.17,116.35,,,,
MG,Divino,223.4,91.4,23.4,128.9,116.775,,,,
MG,Divino das Laranjeiras,165.62,71.91,21.34,117.54,94.1025,,,,
MG,Divinolândia de Minas,216.2,89.23,16.37,125.47,111.8175,,,,
MG,Divinópolis,253.3,105.16,14,123.09,123.8875,,,,
MG,Divisa Alegre,,,,,#DIV/0!,,,,
MG,Divisa Nova,254.7,105.3,26.97,134,130.2425,,,,
MG,Divisópolis,105.55,57.92,34.77,85.03,70.8175,,,,
MG,Dom Bosco,,,,,#DIV/0!,,,,
MG,Dom Cavati,182.3,76.63,16.77,116.03,97.9325,,,,
MG,Dom Joaquim,237.13,89.83,11.53,129.43,116.98,,,,
MG,Dom Silvério,238.87,90.03,15.27,126.23,117.6,,,,
MG,Dom Viçoso,291.07,109.4,28.37,140.93,142.4425,,,,
MG,Dona Eusébia,232.8,85.23,19,118.63,113.915,,,,
MG,Dores de Campos,255.33,97.83,15.73,128.03,124.23,,,,
MG,Dores de Guanhães,224.43,89.2,13.37,125.27,113.0675,,,,
MG,Dores do Indaiá,232.9,86.99,13.91,117.98,112.945,,,,
MG,Dores do Turvo,262.03,99.8,19.2,132.07,128.275,,,,
MG,Doresópolis,239.37,101.07,19.43,129.73,122.4,,,,
MG,Douradoquara,258.5,92.97,4.23,124.43,120.0325,,,,
MG,Durandé,184.47,81.77,22.1,119.23,101.8925,,,,
MG,Elói Mendes,248.13,95.83,26.67,125.13,123.94,,,,
MG,Engenheiro Caldas,174.23,73.3,15.47,114.17,94.2925,,,,
MG,Engenheiro Navarro,185.66,67.08,4.91,111.06,92.1775,,,,
MG,Entre Folhas,188.87,78.13,16.1,115.67,99.6925,,,,
MG,Entre Rios de Minas,267.77,102.33,16.03,135.4,130.3825,,,,
MG,Ervália,239.17,93.97,22.97,129.97,121.52,,,,
MG,Esmeraldas,258.39,89.79,11.29,122.67,120.535,,,,
MG,Espera Feliz,211.95,90.52,25.38,128.33,114.045,,,,
MG,Espinosa,141.94,50.51,1.88,75.81,67.535,,,,
MG,Espírito Santo do Dourado,276,111.93,31.53,140.5,139.99,,,,
MG,Estiva,268,105.67,35.43,131.87,135.2425,,,,
MG,Estrela Dalva,208.2,83.5,23.73,113.5,107.2325,,,,
MG,Estrela do Indaiá,238.6,93.77,16.63,126.83,118.9575,,,,
MG,Estrela do Sul,258.2,99.93,5.63,126.33,122.5225,,,,
MG,Eugenópolis,219.23,86.8,22.67,122.45,112.7875,,,,
MG,Ewbank da Câmara,265.77,107.2,18.73,127.3,129.75,,,,
MG,Extrema,264.07,104.13,40.17,127.93,134.075,,,,
MG,Fama,244.5,97.8,27.57,125.43,123.825,,,,
MG,Faria Lemos,209.67,87.77,23.5,123.9,111.21,,,,
MG,Felício dos Santos,209.5,79.03,8.63,121.53,104.6725,,,,
MG,São Gonçalo do Rio Preto,211.9,80.13,8.03,121.87,105.4825,,,,
MG,Felisburgo,127.67,72.6,42.07,97.3,84.91,,,,
MG,Felixlândia,227.27,75.37,8.51,109.69,105.21,,,,
MG,Fernandes Tourinho,172.5,72,14.73,113.5,93.1825,,,,
MG,Ferros,234.76,91.57,13.44,126.88,116.6625,,,,
MG,Fervedouro,239.43,97.27,25.37,133.97,124.01,,,,
MG,Florestal,260.1,95.13,12.13,124.87,123.0575,,,,
MG,Formiga,248.63,103.03,19.89,129.13,125.17,,,,
MG,Formoso,231.69,90.98,4.87,111.27,109.7025,,,,
MG,Fortaleza de Minas,250.6,104.33,20.57,132.37,126.9675,,,,
MG,Fortuna de Minas,255.9,88.07,10.83,119.93,118.6825,,,,
MG,Francisco Badaró,153.66,53.63,7.98,98.67,78.485,,,,
MG,Francisco Dumont,199.56,72.78,6.62,113.51,98.1175,,,,
MG,Francisco Sá,169.58,52.31,3.64,103.25,82.195,,,,
MG,Franciscópolis,,,,,#DIV/0!,,,,
MG,Frei Gaspar,161.5,69.56,24.61,117.46,93.2825,,,,
MG,Frei Inocêncio,165.83,69.53,17.77,114.63,91.94,,,,
MG,Frei Lagonegro,,,,,#DIV/0!,,,,
MG,Fronteira,225.23,87.23,15.93,104.93,108.33,,,,
MG,Fronteira dos Vales,130.1,67.8,33.63,97.8,82.3325,,,,
MG,Fruta de Leite,,,,,#DIV/0!,,,,
MG,Frutal,239.63,100.48,15.66,119.87,118.91,,,,
MG,Funilândia,255.97,83.7,10.37,124.1,118.535,,,,
MG,Galiléia,165.35,72.5,19.97,117.05,93.7175,,,,
MG,Gameleiras,,,,,#DIV/0!,,,,
MG,Glaucilândia,,,,,#DIV/0!,,,,
MG,Goiabeira,,,,,#DIV/0!,,,,
MG,Goianá,,,,,#DIV/0!,,,,
MG,Gonçalves,274.6,107.6,37.97,133.6,138.4425,,,,
MG,Gonzaga,209.3,86.37,15.3,122.7,108.4175,,,,
MG,Gouveia,240.43,90.58,10.49,129.88,117.845,,,,
MG,Governador Valadares,174.38,72.08,15.14,114.34,93.985,,,,
MG,Grão Mogol,165.83,56.69,7.16,107.4,84.27,,,,
MG,Grupiara,256.23,93.73,4.33,122.57,119.215,,,,
MG,Guanhães,228.6,91.97,13.82,127.52,115.4775,,,,
MG,Guapé,242.03,101.03,21.4,128.7,123.29,,,,
MG,Guaraciaba,234.17,85.33,15.5,123.57,114.6425,,,,
MG,Guaraciama,,,,,#DIV/0!,,,,
MG,Guaranésia,247.83,100.17,20.63,127.97,124.15,,,,
MG,Guarani,249.2,94.2,19.13,124.13,121.665,,,,
MG,Guarará,257.13,101.13,21.3,127.67,126.8075,,,,
MG,Guarda-Mor,259.33,87.77,9.62,130.73,121.8625,,,,
MG,Guaxupé,247.83,100.17,20.63,127.97,124.15,,,,
MG,Guidoval,228.73,83.33,18.33,118.93,112.33,,,,
MG,Guimarânia,256.1,89.63,11.23,137.63,123.6475,,,,
MG,Guiricema,227.72,83.78,18.4,120.08,112.495,,,,
MG,Gurinhatã,243.24,110.18,17.05,125.17,123.91,,,,
MG,Heliodora,260.1,99.6,27.67,128.83,129.05,,,,
MG,Iapu,176.83,74.05,15.22,114.15,95.0625,,,,
MG,Ibertioga,266.85,101.62,19.73,134.4,130.65,,,,
MG,Ibiá,250.78,102.53,20.81,135.25,127.3425,,,,
MG,Ibiaí,202.34,81.56,6.19,120.61,102.675,,,,
MG,Ibiracatu,,,,,#DIV/0!,,,,
MG,Ibiraci,259.3,109.67,20.4,135.4,131.1925,,,,
MG,Ibirité,261.1,97.37,13.73,132.97,126.2925,,,,
MG,Ibitiúra de Minas,276.7,112.47,32.4,138.33,139.975,,,,
MG,Ibituruna,320.67,106.23,20.3,155.4,150.65,,,,
MG,Icaraí de Minas,201.17,71.5,5.7,110.93,97.325,,,,
MG,Igarapé,261.1,97.37,13.73,132.97,126.2925,,,,
MG,Igaratinga,255.1,99.53,11.3,117.73,120.915,,,,
MG,Iguatama,238.82,99.68,18.53,127.9,121.2325,,,,
MG,Ijaci,288.37,99.2,20.9,142.57,137.76,,,,
MG,Ilicínea,251.5,103.45,23.5,132.27,127.68,,,,
MG,Imbé de Minas,,,,,#DIV/0!,,,,
MG,Inconfidentes,256.33,103.73,33.1,129.4,130.64,,,,
MG,Indaiabira,,,,,#DIV/0!,,,,
MG,Indianópolis,255.57,102.58,7.92,128,123.5175,,,,
MG,Ingaí,274.93,95.7,20.07,136.97,131.9175,,,,
MG,Inhapim,182.21,77.2,17.71,116.58,98.425,,,,
MG,Inhaúma,255.9,88.07,10.83,119.93,118.6825,,,,
MG,Inimutaba,235.41,81.93,6.24,110.17,108.4375,,,,
MG,Ipaba,172.17,72.1,14.8,113.03,93.025,,,,
MG,Ipanema,179.67,78.17,19.57,116.97,98.595,,,,
MG,Ipatinga,187.33,77.07,15,116.43,98.9575,,,,
MG,Ipiaçu,249.73,114.23,14.8,131.07,127.4575,,,,
MG,Ipuiúna,277.33,112.17,32.9,139.23,140.4075,,,,
MG,Iraí de Minas,258.55,102.17,9.87,131.02,125.4025,,,,
MG,Itabira,259.65,97.22,12.62,128.23,124.43,,,,
MG,Itabirinha de Mantena,162.37,73.93,27.57,120.53,96.1,,,,
MG,Itabirito,285.28,104.03,18.02,145.72,138.2625,,,,
MG,Itacambira,184.32,65.11,6.19,113.16,92.195,,,,
MG,Itacarambi,157.91,58.3,2.22,89.31,76.935,,,,
MG,Itaguara,267.37,112.37,14.27,132.6,131.6525,,,,
MG,Itaipé,156.3,62.33,22.63,108.57,87.4575,,,,
MG,Itajubá,274.1,101.8,29.57,130.67,134.035,,,,
MG,Itamarandiba,190.36,69.12,9.52,115.32,96.08,,,,
MG,Itamarati de Minas,246.83,93.23,19.8,123.17,120.7575,,,,
MG,Itambacuri,167.56,68.32,19.18,114.72,92.445,,,,
MG,Itambé do Mato Dentro,256.02,94.8,12.3,129.7,123.205,,,,
MG,Itamogi,253.63,102.37,20.17,129.23,126.35,,,,
MG,Itamonte,307,123.07,29.57,150.63,152.5675,,,,
MG,Itanhandu,260.77,94.23,22.33,124.87,125.55,,,,
MG,Itanhomi,171.9,74.03,17.47,115.9,94.825,,,,
MG,Itaobim,127.63,48.08,8.93,75.98,65.155,,,,
MG,Itapagipe,235.04,101.73,16.24,117.66,117.6675,,,,
MG,Itapecerica,257.94,107.28,18.48,130.46,128.54,,,,
MG,Itapeva,264.07,104.13,40.17,127.93,134.075,,,,
MG,Itatiaiuçu,266.08,107.82,14.05,132.27,130.055,,,,
MG,Itaú de Minas,248.5,103.17,19.6,129.9,125.2925,,,,
MG,Itaúna,262.33,105.07,12.93,127.57,126.975,,,,
MG,Itaverava,267.67,98.83,17.33,136.07,129.975,,,,
MG,Itinga,136.23,50.06,11.56,87.23,71.27,,,,
MG,Itueta,167.37,77.9,21.2,119.77,96.56,,,,
MG,Ituiutaba,242.37,109.54,13.59,124.16,122.415,,,,
MG,Itumirim,288.37,99.2,20.9,142.57,137.76,,,,
MG,Iturama,233.91,104.3,22.47,116.7,119.345,,,,
MG,Itutinga,288.7,99.17,19.58,142.43,137.47,,,,
MG,Jaboticatubas,263.71,91.47,12.47,131.38,124.7575,,,,
MG,Jacinto,111.25,69.97,33.85,85.45,75.13,,,,
MG,Jacuí,248.2,101.97,20.33,129.83,125.0825,,,,
MG,Jacutinga,261.3,104.47,32.9,130.3,132.2425,,,,
MG,Jaguaraçu,209.2,83.17,13.93,118.93,106.3075,,,,
MG,Jaíba,142.17,55,1.6,83.66,70.6075,,,,
MG,Jampruca,167.43,69.33,17.73,114.65,92.285,,,,
MG,Janaúba,144.41,52.17,1.81,86.52,71.2275,,,,
MG,Januária,183.74,66.58,2.79,94.69,86.95,,,,
MG,Japaraíba,238.83,98.13,17.37,125.2,119.8825,,,,
MG,Japonvar,,,,,#DIV/0!,,,,
MG,Jeceaba,271.6,103.57,16.17,138.1,132.36,,,,
MG,Jenipapo de Minas,,,,,#DIV/0!,,,,
MG,Jequeri,223.1,85.36,17.68,123.21,112.3375,,,,
MG,Jequitaí,185.16,64.19,5.63,106.38,90.34,,,,
MG,Jequitibá,247.6,82.8,8.62,119.3,114.58,,,,
MG,Jequitinhonha,123.92,59.59,19.31,83.44,71.565,,,,
MG,Jesuânia,256.93,94.6,22,128.5,125.5075,,,,
MG,Joaíma,130.08,62.75,27.4,91.69,77.98,,,,
MG,Joanésia,215.83,87,14.67,123,110.125,,,,
MG,João Monlevade,260.37,97,12.7,127.87,124.485,,,,
MG,João Pinheiro,235.59,76.42,6.18,120.13,109.58,,,,
MG,Joaquim Felício,196.03,70.32,5.51,109.49,95.3375,,,,
MG,Jordânia,108.8,71.65,49.77,90.17,80.0975,,,,
MG,José Gonçalves de Minas,,,,,#DIV/0!,,,,
MG,José Raydan,,,,,#DIV/0!,,,,
MG,Josenópolis,,,,,#DIV/0!,,,,
MG,Nova União,273.8,98.07,14.9,136.7,130.8675,,,,
MG,Juatuba,260.1,95.13,12.13,124.87,123.0575,,,,
MG,Juiz de Fora,248.63,101.25,19.58,120.34,122.45,,,,
MG,Juramento,184.67,60.2,4.33,110.88,90.02,,,,
MG,Juruaia,244.67,100.47,20.87,129.7,123.9275,,,,
MG,Juvenília,,,,,#DIV/0!,,,,
MG,Ladainha,159.43,62.78,20.38,110.32,88.2275,,,,
MG,Lagamar,256.79,85.55,7.06,133.02,120.605,,,,
MG,Lagoa da Prata,240.52,98.05,16.55,124.15,119.8175,,,,
MG,Lagoa dos Patos,203.57,80.87,6.97,125.97,104.345,,,,
MG,Lagoa Dourada,263.63,100.9,16.23,132.93,128.4225,,,,
MG,Lagoa Formosa,252.88,87.75,11.02,135.57,121.805,,,,
MG,Lagoa Grande,252.1,82.47,6.96,128.19,117.43,,,,
MG,Lagoa Santa,262.37,86.93,11.33,128.47,122.275,,,,
MG,Lajinha,185.1,84.63,25.9,122.7,104.5825,,,,
MG,Lambari,275.77,103.03,26.97,135.67,135.36,,,,
MG,Lamim,267.67,98.83,17.33,136.07,129.975,,,,
MG,Laranjal,215.17,78.77,21.07,114.93,107.485,,,,
MG,Lassance,209.73,70.01,5.95,110.82,99.1275,,,,
MG,Lavras,279.53,97.98,21.45,138.83,134.4475,,,,
MG,Leandro Ferreira,238.77,90.48,11.58,111.07,112.975,,,,
MG,Leme do Prado,,,,,#DIV/0!,,,,
MG,Leopoldina,223.17,83,19.69,112.47,109.5825,,,,
MG,Liberdade,272.9,105.53,23.33,133.6,133.84,,,,
MG,Lima Duarte,262.7,102.5,21.02,129.6,128.955,,,,
MG,Limeira do Oeste,239.09,107.94,23.45,119.56,122.51,,,,
MG,Lontra,174.9,71.23,4.4,102.6,88.2825,,,,
MG,Luisburgo,,,,,#DIV/0!,,,,
MG,Luislândia,,,,,#DIV/0!,,,,
MG,Luminárias,268.13,95.13,19.77,134.83,129.465,,,,
MG,Luz,237.4,96.03,16.88,125.83,119.035,,,,
MG,Machacalis,127.2,71.77,37.27,102.9,84.785,,,,
MG,Machado,253.93,104.75,29.87,133.8,130.5875,,,,
MG,Madre de Deus de Minas,261.12,96.36,17.03,129.19,125.925,,,,
MG,Malacacheta,169.78,66.35,17.23,113.34,91.675,,,,
MG,Mamonas,137.33,48.67,2.07,71.57,64.91,,,,
MG,Manga,153.63,52.67,1.5,83.9,72.925,,,,
MG,Manhuaçu,211.95,88.72,22.82,126.58,112.5175,,,,
MG,Manhumirim,198.63,85.4,22.6,123.1,107.4325,,,,
MG,Mantena,160.1,75.49,30.97,121.81,97.0925,,,,
MG,Maravilhas,250.9,92.7,11.03,113.77,117.1,,,,
MG,Mar de Espanha,254.2,101.73,23.57,128.07,126.8925,,,,
MG,Maria da Fé,291.07,109.4,28.37,140.93,142.4425,,,,
MG,Mariana,263.63,95.33,16.47,135.18,127.6525,,,,
MG,Marilac,172.1,69.83,14.37,112.93,92.3075,,,,
MG,Mário Campos,,,,,#DIV/0!,,,,
MG,Maripá de Minas,252.7,100.3,22.87,126,125.4675,,,,
MG,Marliéria,195.5,78.26,13.83,115.47,100.765,,,,
MG,Marmelópolis,295.97,112.53,30.53,141.9,145.2325,,,,
MG,Martinho Campos,228.1,80.19,12.09,109.11,107.3725,,,,
MG,Martins Soares,,,,,#DIV/0!,,,,
MG,Mata Verde,112.87,78.67,72.43,102.1,91.5175,,,,
MG,Materlândia,222.27,87.27,11.2,125.23,111.4925,,,,
MG,Mateus Leme,264.67,102.7,13.63,131.57,128.1425,,,,
MG,Matias Barbosa,250.5,103.07,23.03,124.9,125.375,,,,
MG,Matias Cardoso,146.87,54.3,1.3,79.1,70.3925,,,,
MG,Matipó,228.17,91.1,21.2,128.8,117.3175,,,,
MG,Mato Verde,146.1,49.6,1.8,83.23,70.1825,,,,
MG,Matozinhos,262.47,86.83,11.73,127.9,122.2325,,,,
MG,Matutina,245.2,89.17,14.03,131.37,119.9425,,,,
MG,Medeiros,248.3,105.54,22.27,135.81,127.98,,,,
MG,Medina,132.9,52.91,12.09,85.2,70.775,,,,
MG,Mendes Pimentel,165.67,73.13,25.03,119.73,95.89,,,,
MG,Mercês,266.6,103.63,18.3,130.83,129.84,,,,
MG,Mesquita,190.9,78.63,14.77,117.6,100.475,,,,
MG,Minas Novas,168.04,60.58,10.6,107.34,86.64,,,,
MG,Minduri,278.8,101.7,20.13,139.07,134.925,,,,
MG,Mirabela,185.6,70.23,4.16,103.38,90.8425,,,,
MG,Miradouro,223.47,86.53,21.03,122.7,113.4325,,,,
MG,Miraí,231.47,87.7,20.87,122.8,115.71,,,,
MG,Miravânia,,,,,#DIV/0!,,,,
MG,Moeda,266.83,98.87,15.2,137.63,129.6325,,,,
MG,Moema,237.17,93.1,14.33,118.5,115.775,,,,
MG,Monjolos,232.18,85.52,8.57,122.28,112.1375,,,,
MG,Monsenhor Paulo,253.3,97.63,26.43,128.13,126.3725,,,,
MG,Montalvânia,160.05,58.08,1.55,84.44,76.03,,,,
MG,Monte Alegre de Minas,228.5,101.63,10.12,117.05,114.325,,,,
MG,Monte Azul,144.18,51.93,1.86,79.4,69.3425,,,,
MG,Monte Belo,243.67,101.03,22,130.73,124.3575,,,,
MG,Monte Carmelo,260.39,97.05,6.03,128.55,123.005,,,,
MG,Monte Formoso,,,,,#DIV/0!,,,,
MG,Monte Santo de Minas,250.6,101.22,20.53,128.23,125.145,,,,
MG,Montes Claros,187.33,65.27,4.06,110.45,91.7775,,,,
MG,Monte Sião,258.27,100.43,33.83,124.43,129.24,,,,
MG,Montezuma,138.36,48.19,5.72,86.69,69.74,,,,
MG,Morada Nova de Minas,229.7,75.81,8.68,117.48,107.9175,,,,
MG,Morro da Garça,228.97,78,6.33,107.53,105.2075,,,,
MG,Morro do Pilar,256.63,93.9,12.2,132.4,123.7825,,,,
MG,Munhoz,281.83,111.63,40.67,138.53,143.165,,,,
MG,Muriaé,229.98,87.13,21.62,123.08,115.4525,,,,
MG,Mutum,176.2,80.69,23.77,119.93,100.1475,,,,
MG,Muzambinho,248.33,99.97,21.13,129.1,124.6325,,,,
MG,Nacip Raydan,182.23,73.77,14.17,115.03,96.3,,,,
MG,Nanuque,132.01,79.52,43.79,115.1,92.605,,,,
MG,Naque,,,,,#DIV/0!,,,,
MG,Natalândia,,,,,#DIV/0!,,,,
MG,Natércia,275.77,103.03,26.97,135.67,135.36,,,,
MG,Nazareno,285.6,99.37,18.03,140.07,135.7675,,,,
MG,Nepomuceno,260.38,97.02,22.62,129.82,127.46,,,,
MG,Ninheira,,,,,#DIV/0!,,,,
MG,Nova Belém,,,,,#DIV/0!,,,,
MG,Nova Era,242.73,92.07,12.5,123.63,117.7325,,,,
MG,Nova Lima,281.93,101.33,16.93,143.73,135.98,,,,
MG,Nova Módica,165.83,71.1,22.83,117.97,94.4325,,,,
MG,Nova Ponte,256.72,107.29,12.33,133.24,127.395,,,,
MG,Nova Porteirinha,,,,,#DIV/0!,,,,
MG,Nova Resende,248.07,104.33,22.2,134.4,127.25,,,,
MG,Nova Serrana,249.7,98.83,11.37,115.37,118.8175,,,,
MG,Novo Cruzeiro,159.61,60.13,16.87,106.94,85.8875,,,,
MG,Novo Oriente de Minas,,,,,#DIV/0!,,,,
MG,Novorizonte,,,,,#DIV/0!,,,,
MG,Olaria,256,101.02,21.67,125.35,126.01,,,,
MG,Olhos-d'Água,,,,,#DIV/0!,,,,
MG,Olímpio Noronha,268.07,98.67,24.63,131.6,130.7425,,,,
MG,Oliveira,286.22,119.69,17.33,142.06,141.325,,,,
MG,Oliveira Fortes,272.93,105.8,19.63,135.8,133.54,,,,
MG,Onça de Pitangui,254.3,97.17,10.8,115.1,119.3425,,,,
MG,Oratórios,,,,,#DIV/0!,,,,
MG,Orizânia,,,,,#DIV/0!,,,,
MG,Ouro Branco,281.27,103.97,18.57,143.77,136.895,,,,
MG,Ouro Fino,261.33,105.27,33.57,131.63,132.95,,,,
MG,Ouro Preto,295.29,108.98,20.92,151.1,144.0725,,,,
MG,Ouro Verde de Minas,156.07,71.4,30.93,118.97,94.3425,,,,
MG,Padre Carvalho,,,,,#DIV/0!,,,,
MG,Padre Paraíso,142.05,56.93,20.67,96.75,79.1,,,,
MG,Paineiras,230.4,78.33,10.5,117.77,109.25,,,,
MG,Pains,243.53,101.9,19.87,129.2,123.625,,,,
MG,Pai Pedro,,,,,#DIV/0!,,,,
MG,Paiva,266.6,103.63,18.3,130.83,129.84,,,,
MG,Palma,215.17,78.77,21.07,114.93,107.485,,,,
MG,Palmópolis,130.43,80.5,52.57,104.6,92.025,,,,
MG,Papagaios,245.15,85.65,10.48,111.88,113.29,,,,
MG,Paracatu,254.5,86.18,10.04,128.24,119.74,,,,
MG,Pará de Minas,259.97,98.7,12.3,122.8,123.4425,,,,
MG,Paraguaçu,249.3,99.8,29.07,128.47,126.66,,,,
MG,Paraisópolis,276.97,107.93,37.85,134.8,139.3875,,,,
